epoch,returns
513,18.056
514,20.392
515,19.018
516,21.024
517,22.578
518,24.004
519,24.45
520,26.818
521,30.254
522,37.091
523,37.936
524,42.558
525,43.694
526,42.453
527,42.622
528,43.589
529,47.148
530,54.637
531,50.351
532,47.914
533,37.494
534,26.742
535,28.292
536,27.174
537,20.07
538,15.254
539,16.733
540,16.202
541,17.108
542,17.647
543,17.959
544,18.852
545,18.13
546,21.818
547,18.277
548,18.035
549,15.472
550,15.647
551,15.899
552,13.918
553,14.616
554,14.963
555,14.376
556,14.541
557,15.819
558,16.306
559,17.666
560,19.967
561,19.648
562,20.457
563,29.455
564,31.254
565,32.731
566,30.94
567,32.974
568,35.205
569,35.054
570,35.956
571,42.638
572,43.961
573,35.217
574,37.867
575,34.259
576,35.487
577,37.411
578,39.177
579,40.552
580,58.684
581,66.303
582,60.9
583,56.241
584,56.773
585,54.731
586,56.266
587,59.551
588,77.57
589,69.866
590,60.602
591,55.183
592,55.722
593,59.369
594,59.032
595,59.335
596,56.224
597,28.821
598,13.612
599,17.332
600,17.159
601,19.91
602,26.15
603,23.694
604,25.762
605,43.01
606,38.91
607,28.985
608,33.553
609,32.427
610,33.252
611,32.625
612,33.039
613,33.977
614,42.728
615,42.655
616,40.532
617,43.493
618,45.739
619,44.534
620,44.744
621,43.476
622,49.669
623,57.687
624,62.475
625,60.165
626,59.473
627,60.232
628,60.614
629,64.653
630,106.298
631,107.581
632,108.596
633,105.254
634,105.841
635,107.738
636,107.754
637,107.653
638,108.414
639,113.316
640,118.502
641,115.596
642,116.391
643,112.178
644,109.357
645,109.654
646,110.566
647,117.969
648,118.288
649,120.651
650,118.868
651,114.99
652,111.371
653,108.611
654,99.326
655,54.563
656,51.004
657,52.356
658,54.663
659,53.856
660,51.665
661,51.042
662,51.043
663,46.831
664,28.247
665,25.949
666,24.261
667,27.458
668,24.916
669,24.371
670,25.312
671,33.516
672,60.969
673,41.412
674,36.126
675,40.07
676,35.288
677,37.119
678,37.087
679,39.479
680,53.033
681,45.167
682,36.318
683,36.389
684,32.687
685,33.93
686,35.907
687,35.226
688,36.414
689,38.121
690,38.001
691,34.103
692,30.516
693,31.174
694,31.539
695,32.73
696,37.576
697,55.996
698,49.973
699,48.541
700,47.753
701,46.863
702,49.845
703,49.763
704,48.845
705,56.723
706,85.248
707,100.816
708,101.38
709,101.457
710,101.109
711,101.998
712,101.298
713,102.97
714,105.122
715,107.147
716,102.228
717,100.932
718,100.531
719,101.283
720,100.695
721,102.297
722,97.249
723,85.373
724,79.797
725,76.618
726,74.838
727,75.416
728,80.431
729,81.499
730,56.246
731,26.761
732,29.418
733,26.665
734,29.209
735,32.722
736,35.061
737,34.575
738,39.464
739,43.681
740,24.408
741,20.681
742,22.14
743,26.041
744,26.325
745,27.17
746,27.368
747,28.17
748,29.661
749,28.599
750,31.128
751,33.043
752,34.197
753,34.426
754,34.473
755,34.826
756,35.518
757,49.244
758,55.721
759,55.824
760,55.577
761,54.076
762,55.014
763,55.51
764,92.451
765,97.171
766,96.95
767,94.075
768,91.522
769,89.362
770,88.007
771,87.811
772,101.684
773,113.3
774,113.573
775,114.189
776,114.094
777,114.882
778,114.653
779,115.671
780,119.495
781,127.686
782,127.829
783,126.591
784,127.687
785,126.155
786,123.451
787,121.46
788,120.941
789,115.086
790,115.506
791,116.01
792,109.698
793,105.154
794,105.516
795,102.489
796,101.249
797,101.117
798,108.728
799,108.19
800,104.333
801,103.08
802,100.977
803,98.057
804,97.791
805,99.475
806,126.429
807,121.728
808,121.203
809,117.121
810,114.765
811,113.486
812,114.132
813,113.649
814,116.877
815,113.582
816,109.025
817,101.334
818,102.586
819,107.039
820,107.335
821,105.854
822,99.442
823,122.451
824,113.137
825,105.884
826,104.125
827,103.372
828,101.994
829,101.462
830,100.777
831,105.196
832,118.286
833,122.162
834,120.989
835,121.945
836,122.649
837,122.724
838,122.467
839,121.641
840,118.118
841,106.963
842,99.449
843,100.941
844,101.282
845,95.747
846,98.487
847,105.185
848,128.005
849,126.577
850,126.131
851,124.907
852,122.844
853,122.882
854,121.651
855,120.144
856,106.999
857,95.427
858,103.738
859,102.434
860,100.721
861,89.848
862,93.765
863,100.308
864,115.646
865,90.372
866,87.854
867,79.765
868,77.249
869,73.934
870,75.122
871,74.831
872,75.475
873,55.89
874,50.585
875,46.052
876,42.921
877,45.059
878,45.623
879,47.389
880,48.824
881,66.466
882,59.186
883,60.941
884,62.329
885,67.277
886,72.666
887,71.305
888,74.522
889,85.696
890,84.985
891,82.659
892,77.461
893,77.991
894,76.714
895,77.725
896,77.587
897,92.826
898,121.017
899,118.894
900,112.97
901,115.864
902,108.926
903,107.458
904,108.732
905,110.75
906,128.417
907,129.022
908,129.502
909,130.002
910,131.786
911,131.174
912,130.063
913,130.172
914,129.577
915,132.504
916,129.347
917,129.603
918,131.368
919,130.03
920,128.145
921,127.306
922,126.495
923,139.281
924,137.241
925,138.464
926,136.72
927,136.263
928,134.409
929,135.8
930,133.363
931,92.457
932,69.462
933,68.406
934,64.18
935,69.144
936,62.231
937,63.883
938,62.408
939,71.849
940,36.635
941,27.827
942,21.029
943,23.936
944,31.865
945,34.111
946,30.817
947,32.46
948,59.9
949,40.429
950,39.139
951,38.72
952,33.281
953,30.46
954,31.662
955,32.209
956,37.251
957,46.198
958,44.643
959,49.177
960,47.257
961,44.018
962,45.738
963,47.688
964,49.216
965,53.848
966,65.395
967,67.337
968,68.935
969,70.272
970,72.737
971,74.684
972,78.136
973,125.468
974,124.458
975,126.288
976,123.116
977,121.647
978,118.528
979,114.918
980,109.189
981,111.101
982,126.779
983,124.624
984,121.252
985,122.779
986,118.556
987,112.914
988,110.178
989,109.589
990,120.765
991,115.248
992,102.174
993,99.332
994,96.41
995,94.875
996,92.84
997,90.212
998,103.784
999,136.311
1000,135.116
1001,135.145
1002,134.148
1003,133.355
1004,132.325
1005,127.493
1006,121.724
1007,79.087
1008,74.735
1009,55.772
1010,55.406
1011,69.308
1012,72.501
1013,76.649
1014,82.948
1015,84.828
1016,77.53
1017,71.465
1018,74.788
1019,62.314
1020,64.44
1021,65.585
1022,69.709
1023,90.842
1024,60.669
1025,45.73
1026,42.036
1027,49.14
1028,44.691
1029,40.855
1030,38.174
1031,42.433
1032,43.938
1033,43.631
1034,53.988
1035,51.265
1036,51.919
1037,55.483
1038,56.303
1039,54.526
1040,67.744
1041,113.026
1042,109.84
1043,107.737
1044,107.473
1045,106.511
1046,106.316
1047,103.537
1048,93.057
1049,63.243
1050,65.619
1051,65.327
1052,64.805
1053,66.109
1054,67.375
1055,69.706
1056,76.252
1057,104.591
1058,71.892
1059,43.381
1060,50.968
1061,49.832
1062,48.305
1063,52.522
1064,52.459
1065,66.792
1066,118.169
1067,118.28
1068,118.566
1069,118.54
1070,119.86
1071,119.575
1072,116.725
1073,109.137
1074,80.933
1075,103.023
1076,104.001
1077,93.509
1078,88.428
1079,86.408
1080,87.63
1081,83.943
1082,76.744
1083,77.802
1084,79.178
1085,81.419
1086,81.049
1087,81.351
1088,79.065
1089,81.197
1090,86.632
1091,105.641
1092,110.086
1093,111.995
1094,104.8
1095,102.601
1096,99.552
1097,97.095
1098,104.475
1099,128.481
1100,127.108
1101,130.364
1102,128.518
1103,128.415
1104,125.8
1105,124.867
1106,123.177
1107,60.808
1108,59.419
1109,61.371
1110,65.896
1111,66.974
1112,70.629
1113,73.371
1114,75.725
1115,81.181
1116,84.353
1117,83.95
1118,75.576
1119,76.096
1120,78.796
1121,84.807
1122,86.208
1123,86.437
1124,94.407
1125,83.542
1126,74.427
1127,73.991
1128,77.694
1129,80.134
1130,82.5
1131,87.275
1132,127.745
1133,128.94
1134,132.478
1135,127.725
1136,127.381
1137,124.826
1138,124.548
1139,125.641
1140,124.034
1141,102.388
1142,67.08
1143,68.817
1144,72.134
1145,67.142
1146,71.701
1147,71.75
1148,72.919
1149,125.951
1150,122.251
1151,124.721
1152,120.958
1153,115.596
1154,111.119
1155,107.687
1156,108.129
1157,112.163
1158,124.612
1159,126.782
1160,125.389
1161,124.524
1162,123.627
1163,120.146
1164,117.433
1165,111.143
1166,65.95
1167,70.167
1168,83.634
1169,80.077
1170,79.912
1171,81.357
1172,80.729
1173,87.623
1174,115.13
1175,87.454
1176,81.218
1177,82.443
1178,87.062
1179,83.137
1180,79.42
1181,82.03
1182,94.214
1183,92.169
1184,67.414
1185,65.825
1186,59.908
1187,68.174
1188,72.085
1189,76.629
1190,75.868
1191,113.226
1192,122.87
1193,123.956
1194,121.24
1195,121.558
1196,121.986
1197,119.903
1198,116.129
1199,113.277
1200,113.292
1201,105.437
1202,102.543
1203,95.681
1204,94.871
1205,94.292
1206,96.871
1207,110.835
1208,131.026
1209,130.531
1210,130.877
1211,132.199
1212,130.128
1213,126.931
1214,124.964
1215,123.131
1216,119.297
1217,110.497
1218,115.38
1219,111.916
1220,100.013
1221,95.005
1222,100.215
1223,98.721
1224,115.202
1225,79.85
1226,86.969
1227,90.996
1228,94.818
1229,82.383
1230,84.426
1231,84.472
1232,87.649
1233,116.578
1234,126.01
1235,123.523
1236,121.577
1237,119.148
1238,118.497
1239,116.512
1240,115.43
1241,112.077
1242,90.749
1243,83.249
1244,83.423
1245,86.312
1246,87.74
1247,93.154
1248,95.161
1249,114.954
1250,108.445
1251,86.852
1252,91.212
1253,84.258
1254,82.712
1255,81.921
1256,82.94
1257,90.674
1258,83.722
1259,100.119
1260,105.987
1261,100.578
1262,89.144
1263,88.839
1264,89.324
1265,92.795
1266,132.577
1267,129.845
1268,130.61
1269,129.631
1270,129.841
1271,132.501
1272,129.677
1273,124.113
1274,119.079
1275,120.45
1276,121.408
1277,123.306
1278,119.241
1279,117.03
1280,112.195
1281,111.774
1282,110.617
1283,71.769
1284,89.139
1285,91.735
1286,96.566
1287,96.168
1288,96.805
1289,97.349
1290,97.678
1291,131.682
1292,135.528
1293,134.278
1294,135.795
1295,134.325
1296,131.335
1297,129.611
1298,129.691
1299,130.045
1300,91.787
1301,70.436
1302,70.39
1303,80.861
1304,78.171
1305,66.618
1306,66.171
1307,76.546
1308,125.23
1309,90.219
1310,71.83
1311,77.504
1312,80.844
1313,75.413
1314,75.788
1315,76.945
1316,81.904
1317,38.342
1318,37.899
1319,37.76
1320,37.054
1321,39.64
1322,37.939
1323,40.615
1324,45.959
1325,110.74
1326,105.774
1327,90.357
1328,86.114
1329,78.862
1330,77.106
1331,73.113
1332,74.531
1333,91.788
1334,62.88
1335,53.489
1336,56.144
1337,55.959
1338,57.979
1339,55.32
1340,57.682
1341,90.354
1342,110.348
1343,107.07
1344,100.75
1345,99.358
1346,98.436
1347,98.005
1348,97.227
1349,99.757
1350,113.178
1351,120.913
1352,118.427
1353,115.286
1354,116.043
1355,114.848
1356,112.36
1357,115.277
1358,118.671
1359,103.54
1360,93.565
1361,91.296
1362,85.535
1363,85.841
1364,90.106
1365,88.854
1366,95.112
1367,112.457
1368,117.43
1369,114.734
1370,112.011
1371,109.435
1372,107.943
1373,105.834
1374,105.195
1375,121.118
1376,131.03
1377,133.837
1378,134.273
1379,136.236
1380,134.616
1381,132.48
1382,129.388
1383,124.084
1384,128.274
1385,126.914
1386,127.973
1387,123.855
1388,122.065
1389,121.514
1390,120.332
1391,120.85
1392,116.504
1393,106.136
1394,101.981
1395,97.64
1396,100.59
1397,101.156
1398,101.125
1399,105.691
1400,132.478
1401,117.22
1402,102.803
1403,99.554
1404,95.072
1405,100.076
1406,99.629
1407,100.018
1408,102.948
1409,105.941
1410,97.724
1411,70.713
1412,49.618
1413,48.16
1414,50.449
1415,48.289
1416,52.683
1417,91.149
1418,67.032
1419,70.547
1420,68.615
1421,73.189
1422,75.573
1423,74.189
1424,78.363
1425,95.164
1426,114.377
1427,117.09
1428,109.676
1429,107.279
1430,106.216
1431,101.0
1432,99.752
1433,100.128
1434,105.515
1435,115.484
1436,117.998
1437,121.806
1438,120.99
1439,119.968
1440,119.776
1441,117.737
1442,140.313
1443,138.067
1444,136.166
1445,134.244
1446,135.277
1447,134.018
1448,132.481
1449,126.227
1450,125.407
1451,126.118
1452,128.175
1453,132.056
1454,133.731
1455,135.831
1456,136.15
1457,135.023
1458,133.276
1459,144.311
1460,144.36
1461,145.522
1462,141.374
1463,139.776
1464,135.082
1465,135.261
1466,124.319
1467,124.842
1468,74.254
1469,80.43
1470,76.216
1471,78.544
1472,77.708
1473,77.64
1474,81.441
1475,82.547
1476,104.308
1477,121.259
1478,125.155
1479,124.122
1480,119.337
1481,111.385
1482,109.901
1483,107.2
1484,143.691
1485,142.712
1486,141.796
1487,137.933
1488,135.263
1489,130.138
1490,124.847
1491,118.813
1492,111.103
1493,93.262
1494,81.834
1495,92.303
1496,92.349
1497,92.696
1498,91.058
1499,90.574
1500,95.033
1501,124.757
1502,120.893
1503,120.453
1504,117.453
1505,115.037
1506,111.513
1507,106.301
1508,111.706
1509,132.84
1510,138.69
1511,131.954
1512,134.79
1513,133.192
1514,128.885
1515,128.067
1516,125.138
1517,118.801
1518,61.267
1519,66.69
1520,66.131
1521,68.865
1522,72.871
1523,72.979
1524,75.637
1525,102.387
1526,125.616
1527,124.937
1528,122.376
1529,119.368
1530,115.772
1531,111.183
1532,107.811
1533,110.12
1534,106.752
1535,114.351
1536,112.939
1537,111.453
1538,110.981
1539,106.836
1540,107.271
1541,107.123
1542,107.934
1543,84.053
1544,78.24
1545,63.269
1546,65.278
1547,72.184
1548,79.036
1549,86.845
1550,94.869
1551,119.979
1552,125.369
1553,126.085
1554,123.895
1555,124.103
1556,120.784
1557,118.78
1558,117.5
1559,118.071
1560,117.369
1561,123.709
1562,118.363
1563,113.161
1564,102.691
1565,98.206
1566,98.523
1567,124.806
1568,121.944
1569,112.767
1570,102.626
1571,92.605
1572,95.383
1573,88.651
1574,87.545
1575,91.689
1576,97.28
1577,115.467
1578,112.412
1579,108.948
1580,106.422
1581,100.045
1582,98.393
1583,100.747
1584,119.018
1585,116.091
1586,115.457
1587,103.124
1588,108.513
1589,108.324
1590,103.553
1591,107.709
1592,110.506
1593,98.748
1594,104.281
1595,111.097
1596,108.898
1597,106.608
1598,104.475
1599,102.588
1600,104.574
1601,128.858
1602,130.707
1603,123.522
1604,125.34
1605,125.469
1606,128.05
1607,127.225
1608,124.532
1609,128.003
1610,128.586
1611,118.477
1612,114.848
1613,112.44
1614,109.096
1615,105.897
1616,105.085
1617,106.245
1618,108.305
1619,107.967
1620,83.233
1621,85.789
1622,94.95
1623,97.799
1624,95.542
1625,101.801
1626,114.345
1627,98.033
1628,81.961
1629,78.816
1630,81.393
1631,84.302
1632,83.483
1633,84.584
1634,101.074
1635,119.556
1636,122.161
1637,115.882
1638,113.456
1639,111.073
1640,111.245
1641,113.423
1642,113.391
1643,120.111
1644,117.598
1645,115.635
1646,113.497
1647,109.786
1648,106.409
1649,105.002
1650,104.109
1651,125.162
1652,121.98
1653,117.036
1654,113.389
1655,116.109
1656,111.866
1657,110.033
1658,106.999
1659,106.289
1660,96.72
1661,78.942
1662,89.383
1663,86.784
1664,89.365
1665,88.406
1666,95.517
1667,102.654
1668,129.356
1669,131.166
1670,133.266
1671,131.522
1672,131.959
1673,121.326
1674,123.883
1675,128.372
1676,129.175
1677,133.134
1678,130.105
1679,129.082
1680,130.523
1681,128.352
1682,129.495
1683,127.03
1684,124.765
1685,102.417
1686,121.429
1687,121.557
1688,118.955
1689,107.799
1690,102.406
1691,108.241
1692,113.401
1693,129.073
1694,126.809
1695,120.533
1696,116.955
1697,118.86
1698,118.784
1699,118.743
1700,120.02
1701,119.931
1702,126.394
1703,129.462
1704,133.642
1705,131.862
1706,131.986
1707,127.475
1708,127.818
1709,128.436
1710,137.823
1711,136.751
1712,137.384
1713,138.49
1714,135.465
1715,128.174
1716,128.229
1717,123.247
1718,123.766
1719,126.862
1720,121.929
1721,114.964
1722,110.636
1723,113.106
1724,114.539
1725,111.228
1726,116.064
1727,109.85
1728,97.821
1729,94.905
1730,88.771
1731,87.705
1732,95.558
1733,97.038
1734,105.896
1735,123.205
1736,99.969
1737,91.879
1738,99.978
1739,102.422
1740,100.985
1741,101.48
1742,105.354
1743,97.012
1744,69.235
1745,63.892
1746,63.152
1747,56.895
1748,64.542
1749,74.765
1750,78.35
1751,100.357
1752,120.049
1753,115.682
1754,112.545
1755,110.684
1756,106.838
1757,103.723
1758,97.951
1759,103.733
1760,120.31
1761,127.304
1762,123.802
1763,120.852
1764,116.927
1765,111.508
1766,110.224
1767,105.078
1768,124.414
1769,121.74
1770,118.534
1771,117.6
1772,119.325
1773,114.58
1774,112.329
1775,109.998
1776,113.865
1777,127.207
1778,125.58
1779,125.307
1780,122.305
1781,119.821
1782,121.42
1783,121.439
1784,123.741
1785,122.749
1786,118.002
1787,122.249
1788,117.834
1789,113.413
1790,110.073
1791,114.396
1792,113.074
1793,121.669
1794,134.195
1795,134.423
1796,135.189
1797,134.615
1798,135.664
1799,133.975
1800,130.7
1801,129.5
1802,129.499
1803,124.502
1804,122.922
1805,122.777
1806,122.036
1807,119.563
1808,118.899
1809,117.623
1810,131.175
1811,132.156
1812,132.047
1813,129.23
1814,130.011
1815,128.295
1816,128.831
1817,126.384
1818,131.33
1819,137.674
1820,132.015
1821,131.679
1822,128.868
1823,125.837
1824,120.449
1825,118.066
1826,124.426
1827,137.561
1828,140.715
1829,139.093
1830,136.748
1831,141.48
1832,134.166
1833,132.104
1834,130.41
1835,131.206
1836,106.358
1837,108.155
1838,104.354
1839,110.924
1840,111.567
1841,99.906
1842,102.777
1843,109.02
1844,130.036
1845,92.372
1846,79.601
1847,85.846
1848,90.999
1849,95.478
1850,103.494
1851,112.871
1852,133.179
1853,130.722
1854,134.709
1855,131.481
1856,130.395
1857,128.831
1858,130.315
1859,126.911
1860,121.911
1861,61.735
1862,73.391
1863,71.196
1864,80.745
1865,87.331
1866,88.782
1867,87.091
1868,88.076
1869,100.331
1870,56.178
1871,49.299
1872,50.555
1873,51.69
1874,58.876
1875,59.161
1876,61.039
1877,77.312
1878,111.912
1879,106.857
1880,98.655
1881,89.776
1882,86.097
1883,89.807
1884,91.138
1885,98.385
1886,94.758
1887,54.162
1888,48.467
1889,55.966
1890,61.149
1891,61.903
1892,71.743
1893,83.814
1894,114.11
1895,112.665
1896,109.35
1897,112.714
1898,110.842
1899,111.618
1900,110.549
1901,112.712
1902,121.255
1903,122.495
1904,123.956
1905,118.298
1906,114.776
1907,113.441
1908,112.264
1909,111.228
1910,119.683
1911,130.611
1912,133.761
1913,128.775
1914,127.524
1915,129.387
1916,130.104
1917,127.826
1918,129.689
1919,123.204
1920,104.695
1921,95.795
1922,85.139
1923,87.002
1924,93.389
1925,96.182
1926,94.542
1927,108.105
1928,113.23
1929,99.171
1930,92.667
1931,93.653
1932,96.555
1933,97.484
1934,95.841
1935,102.697
1936,120.785
1937,109.233
1938,90.592
1939,86.81
1940,90.534
1941,91.988
1942,96.085
1943,103.959
1944,127.209
1945,130.067
1946,130.865
1947,125.681
1948,121.315
1949,119.344
1950,119.378
1951,117.978
1952,123.97
1953,127.701
1954,121.562
1955,125.093
1956,119.597
1957,116.23
1958,107.494
1959,107.553
1960,109.202
1961,124.82
1962,129.066
1963,122.077
1964,119.969
1965,120.172
1966,119.977
1967,122.873
1968,119.686
1969,123.808
1970,134.634
1971,135.847
1972,136.699
1973,138.742
1974,138.803
1975,136.729
1976,134.879
1977,132.23
1978,120.981
1979,120.119
1980,117.331
1981,117.022
1982,117.282
1983,115.866
1984,117.655
1985,122.265
1986,137.635
1987,134.471
1988,123.477
1989,116.644
1990,117.789
1991,121.437
1992,123.466
1993,124.133
1994,126.535
1995,105.096
1996,82.051
1997,87.668
1998,89.129
1999,87.352
